Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
11.304.003,39266800000012,EURL ABATTOIR DE QUILLAN,RUE DE LA MAIRIE,11500,QUILLAN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.304.005,43437973100012,SOCIETE D'EXPLOITATION BIGOU ET FILS,15 RUE PASTEUR,11500,QUILLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11.304.014,26110542300014,CENTRE INTERCOMMUNAL ACTION SOCIALE,17 RUE DE LA MAIRIE,11500,QUILLAN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
11.311.100,77558122600724,AGIR SOIGNER EDUQUER INSERER,PARC TECHNO DU CANAL 4 AV DE L EUROPE 31522 RAMONVILLE-SAINT-AGNE,31520,RAMONVILLE ST AGNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
11.320.003,38416396000030,LES SALAISONS BELCAIROISES,LA REMASSADOU RTE DE BELESTA,11340,ROQUEFEUIL,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
11.339.022,40439590700011,EARL MOUNDY,LA LEBRE,11310,SAINT DENIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11.352.001,80090335300012,GAEC BORDE JEAN MARIE,LA BORDE JEAN MARIE,11500,SAINT LOUIS ET PARAHOU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11.371.001,38346314800015,CUMA DE LA VALLEE DE L'HERS,MAIRIE,11410,SALLES SUR L'HERS,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
11.384.001,51775048500016,PARNAUDEAU JEREMIE,LES EMBIALADOS,11330,SOULATGE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11.390.002,49749756000027,PORTAL GUILLAUME MARIE FIRMIN,PRAT DE MA,11200,THEZAN DES CORBIERES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11.397.002,26110028300017,CENTRE COMMUNAL D'ACTION SOCIALE - CCAS,CCAS DE TREBES CHE DE RUSTIQUES,11800,TREBES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
11.413.019,43238425300014,PASTOR RENATE,LE CAMMAZOU,11600,VILLARDONNEL,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
11.418.002,47980610100024,CA.VI.BO,ZI LA NOUGAREDE OUEST RTE DE LIMOUX,11150,VILLASAVARY,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
11.427.002,44026192300013,GABELLE ISABELLE JEANNE ANDREE,DOMAINE DE SOUSTROBE,11300,VILLELONGUE D'AUDE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11.428.001,39273972800013,SARL GUINEBAULT,L'ESPERANCE,11310,VILLEMAGNE,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.004.007,44883456400016,SARL CARRIER RESTAURATION,QUARTIER DE L'ETOILE,12300,ALMONT LES JUNIES,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
12.014.001,40232569000012,LE CARTAYROU,VIEURALS,12130,AURELLE VERLAC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.021.001,50300359200014,LA ROSELLE,CRUORGUES,12200,LA BASTIDE L'EVEQUE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.021.002,38273351700017,SA LES GORGES DE L'AVEYRON,ZA LA BARAQUE DE LORTAL,12200,LA BASTIDE L'EVEQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.025.018,57210217619276,SOGERES - SOGERES CUISINE DES TERRES ROUGES,CUISINE DES TERRES ROUGES CHATEAU D'EAU,12370,BELMONT SUR RANCE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.027.001,38433076700011,GAEC DES DEUX CAUSSES,NAJAS,12500,BESSUEJOULS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.030.001,32195384600011,ETABLISSEMENT MIQUEL,LOT LA GARENNE BP 1,12300,BOUILLAC,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.031.035,50831268300016,FROMAGERIE LA GAYRIE,LA GAYRIE,12260,VILLENEUVE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.035.004,52424184100013,BRASC DECOUPE,LE BOURG,12550,BRASC,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,,1,
12.036.009,40331179800017,GERMAIN MICHEL,LE SALT HAUT,12600,BROMMAT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12.044.014,53365285500032,ATELIER DE DECOUPE DE CAMARES - ATELIER DE DECOUPE DE CAMARES,12 ZA DE BEL AIR,12360,CAMARES,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,
12.045.002,42818499800014,EARL ALAIN MAZARS,LD POUGET,12160,CAMBOULAZET,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.052.001,39427211600010,CAPDENACOISE D ABATTAGE PREST DE SERVI,ZONE AGRO ALIMENTAIRE RUE CLAUDE BERNARD,12700,CAPDENAC GARE,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12.052.003,42608008100018,RAYNAL ET ROQUELAURE,AV RAYNAL ET ROQUELAURE BP 30,12700,CAPDENAC GARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.052.005,33817288500075,FIPSO INDUSTRIE,AUX ABATTOIRS LES TAILLADES,12700,CAPDENAC GARE,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12.052.007,41485001600026,AVEYRON BOYAUX,ZAC LES TAILLADES RUE CLAUDE BERNARD,12700,CAPDENAC GARE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
12.052.009,42708042900025,ETABLISSEMENTS L. SERRAULT,ZI LES TAILLADES,12700,CAPDENAC GARE,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.052.030,77555638400144,ADAPEI L AVEYRON TARN GARONNE - CAT LES TAILLADES,LES TAILLADES,12700,CAPDENAC GARE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.053.001,42698009000010,MAISON GUINOU,LD VIALATELLE,12260,LA CAPELLE BALAGUIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.054.004,26120648600019,CTRE HOSP INTERCOMMUNAL DU VALLON,COUGOUSSES,12330,SALLES LA SOURCE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.056.001,34487807900013,SA PROGRE,ZI DE RAMASSO,12160,BARAQUEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.056.002,33415947201191,ANSAMBLE - ANSAMBLE,CUISINE CENTRALE BARAQUEVILLE 135 RUE DU LEVANT,12160,BARAQUEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.056.034,38419481700027,SARL SERIN FRERES - SALAISONS ROLAND SERIN,LALO,12160,BARAQUEVILLE,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.057.011,50360716000010,LE LAGASTOU,LE CAUCART,12120,CASSAGNES BEGONHES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.057.012,40853345300010,AGRIVIANDE,LD L'ARIES,12120,CASSAGNES BEGONHES,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
12.063.001,34923170400017,MASSEBIAU JEANINE,24 CHE DU CLOS,12230,LA CAVALERIE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.063.003,40378503300016,COOP.FROMAGERE DES BERGERS DU LARZAC,AV DU GENERAL DE GAULLE,12230,LA CAVALERIE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.063.023,48451136500013,JASSE LARZOU,PARC DE PARTEMENTAL D'ACTV MILLAU LARZAC,12230,LA CAVALERIE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.063.025,48451208200013,TRANCHAGE DE LA JASSE,PARC DEPARTEMENTAL D'ACTIV MILLAU LARZAC,12230,LA CAVALERIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.063.026,41438355400022,CONSERVERIE PAPILLON MARMUS - MAISON PAPILLON DEPUIS 1955,ZAE MILLAU SUD,12230,LA CAVALERIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.063.028,39308425600022,FROMABON,HORTS DE NADAL ZAE MILLAU SUD,12230,LA CAVALERIE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.066.013,49974939800016,REGOURD MATHIEU,BRUEJOULS,12330,CLAIRVAUX D'AVEYRON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.069.001,43874092000014,GAEC DE MONLAC,MONLAC,12370,COMBRET,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.079.001,39227225800014,PRADALIER ALAIN,NADAILLAC,12190,COUBISOU,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
12.080.001,34931584600015,ACEVIA,RTE MARTRIN,12550,COUPIAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.084.012,43979648300014,ARTIMAT DISTRIBUTION,PARC AGRO ALIMENTAIRE RAUJOLLES,12100,CREISSELS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.084.07,44028875100033,PROMAG,LOT DES RIVIERES II- ZA LD RIAUX,12100,CREISSELS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.088.001,51805245100011,EURL DE L'ECIR,VERGNE PLAINE,12210,CURIERES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.089.002,26120019000013,CENTRE HOSPITALIER PIERRE DELPECH,60 RUE PROSPER ALFARIC,12300,DECAZEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.089.005,38251121000033,MARIE DE LIVINHAC - AFI,PLATEAU SUPERIEUR SITE INDUSTRIEL DU CENTRE VILLE,12300,DECAZEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.089.065,53958830100017,GAEC BURKHARDT,SAINT MICHEL LDT LACOMBE DE SAINT MICHEL,12300,DECAZEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.089.079,21120089400171,COMMUNE DE DECAZEVILLE - SERVICE RESTAURATION,PL DECAZES,12300,DECAZEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.093.002,53818723800018,GAEC FAU,LE CROZET,12140,LE FEL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.096.001,31352561000017,ETS SEMENZIN ET FILS LE MANOIR ALEXAND,VILLAGE ARTISANAL LA BOUYSSE,12500,ESPALION,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,1,
12.096.004,48918853200019,THIERRY M. TRAITEUR,REDIDENCE SAINT MICHEL RUE DE LA LANDE,12500,ESPALION,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.096.057,41053725200026,SARL NORD AVEYRON PORCS,ZA LA BOUYSSE,12500,ESPALION,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,
12.096.067,31352561000041,ETS SEMENZIN ET FILS LE MANOIR ALEXAND,LD PEYRELEVADE,12700,NAUSSAC,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.100.004,38982701500022,SARL PEGUES,PUY DE WOLF,12300,FIRMI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.104.001,40396534600014,HELIES HUBERT, ,12260,FOISSAC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.105.003,49857565300015,SARL LE FOUILLADOL,LE BOURG,12270,LA FOUILLADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.105.018,33887841600019,CUMA DE NAJAC VILLEFRANCHE,LA FOUILLADE,12270,NAJAC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.110.001,48144205100019,GAEC LA CHEVRE DE SAINT JACQUES,CAMPREDON CAMPREDON,12140,GOLINHAC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.118.002,52458550200015,BARBANCE DAVID,Z.A.,12600,LACROIX BARREZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.118.003,44885115400014,EARL DE LA FERME DE DILHAC,DILHAC,12600,LACROIX BARREZ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.118.016,44885115400014,EARL DE LA FERME DE DILHAC,DILHAC,12600,LACROIX BARREZ,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.119.001,77675830200041,COOP AGRICOLE JEUNE MONTAGNE,LA BORIE NEUVE,12210,LAGUIOLE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.119.003,32863014000049,CONQUET PERE ET FILS,ZA DE LA POUJADE,12210,LAGUIOLE,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,
12.119.054,77675830200033,COOP AGRICOLE JEUNE MONTAGNE,LA POUJADE 2,12210,LAGUIOLE,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
12.121.002,39019072600013,SARL LINARD PERE ET FILS,LAVAYSSIERE LAVAYSSIERE,12350,LANUEJOULS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.133.001,42728013600040,BOUCHERIE CHARCUTERIE BOUSQUET,LA PRIMAUBE 143 AV DE RODEZ,12450,LUC LA PRIMAUBE,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.133.002,32604599400034,SARL AFG FOIE GRAS,LE HAMEAU DU BOIS 80 AV DE RODEZ,12450,LUC LA PRIMAUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.133.005,32604599400042,SARL AFG FOIE GRAS,LA PRIMAUBE ZONE ARTISANALE LE CROS,12450,LUC LA PRIMAUBE,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
12.138.028,19120011200016,COLLEGE,KERVALLON RTE DE RODEZ,12330,MARCILLAC VALLON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.142.001,38459697900029,YVES COMBES SARL - LE VIEUX BERGER LES COMDES LE TROUPEAU,LES FARGUETTES,12390,MAYRAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.145.004,31610130200024,SUD AVEYRON VIANDES,249 B RUE ETIENNE DELMAS,12100,MILLAU,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12.145.009,32286427300048,AU FIN POULET,IMP SAINT BERNARD,12100,MILLAU,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.145.016,21120145400017,COMMUNE DE MILLAU - MAIRIE,17 AV DE LA REPUBLIQUE BP 174,12100,MILLAU,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.145.020,26120014100016,CENTRE HOSPITALIER,265 BD ACHILLE SOUQUES BP 148,12100,MILLAU,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.145.24,40029702400020,SCI LES BARBADES,57 AV JEAN JAURES,12100,MILLAU,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.148.006,26120121400036,CENTRE COMMUNAL D'ACTION SOCIALE - EHPAD,RES DU PARC DE JAUNAC,12220,MONTBAZENS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.148.011,39540939400016,GAEC DE GARIMONT,MONTPESTEL MONTPESTEL,12220,MONTBAZENS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.148.019,38378780100018,SARL CALVET BOUSCAL,14 PL DE L'EGLISE,12220,MONTBAZENS,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.150.001,34845968600013,CARLES JACQUES, ,12200,MONTEILS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.150.003,63204104223724,COMPASS GROUP FRANCE,LYCEE FRANCOIS MARTY,12200,MONTEILS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.150.010,53928221000019,GIRAULT PASCALE ALINE SIMONE - FERME DE FALGAYROLES,FALGAYROLLES,12200,MONTEILS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.152.001,50951593800017,FONTANILLES,RTE DE LACAUNE,12380,MONTFRANC,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,
12.154.001,39781575400080,LES FROMAGERIES OCCITANES,LE PETIT LYON,12400,MONTLAUR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.158.001,30905503600011,SOCIETE FONTALBAT-MAZARS,CARDAILLAC,12260,MONTSALES,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.160.002,31501708700042,DELON ANDRE,LE BUFFAREL LE BUFFAREL,12720,MOSTUEJOULS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.163.001,33867296700019,SAS SALAISONS DU LANDOULET,RTE DE LACAUNE,12370,MURASSON,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.164.005,50011434300014,SARL BOUCHERIE GRIALOU,1 AV DE BROMMAT,12600,MUR DE BARREZ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.167.028,35032524700012,GAEC PICAUSSEL,MAZEROLLES,12270,NAJAC,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12.168.005,38379342900010,EARL DE LOU FERNANDOU,LE MAS DU PRE LE MAS DU PRE,12230,NANT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.169.001,19120017900015,COLLEGE JEAN BOUDOU,RUE FRANCOIS FABIE,12800,NAUCELLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.169.002,77672738000029,LA NAUCELLOISE,RELAIS DE MERLIN RTE N 88,12800,NAUCELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.169.032,78818552800015,MAISON FAMILIALE RURALE,RTE DE CABANES,12800,NAUCELLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.173.003,49800259100010,GAEC DES BRUNES DE CABROL,CABROL,12320,NOAILHAC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.174.002,42156750400012,PATRICK BRETON DISTRIBUTION,PARC DE CASSAGNETTES,12510,OLEMPS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.174.013,77563330800041,ASSOCIATION HOSPITALIERE SAINTE MARIE - CENTRE HOSPITALIER SAINTE MARIE,LD CAYSSIOLS BP 3207 OLEMPS,12510,RODEZ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.174.016,26120011700099,CTRE HOSP RODEZ HOPITAL JACQUES PUEL - UNITE LONG SEJOUR,ANNEXE LES PEYRIERES,12510,OLEMPS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.176.001,19120937800055,EPLEFPA DE RODEZ - LE HALL TECHNOLOGIQUE,LA ROQUE RTE D ESPALION,12850,ONET LE CHATEAU,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.176.002,38434924700047,SOCIETE FROMAGERE DE RODEZ - ETS FROMAGES ET POUDRE,RUE DE CANTARANNE,12850,ONET LE CHATEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.176.004,38434924700013,SOCIETE FROMAGERE DE RODEZ,ZI DE CANTARANNE RUE DE LA PRADE,12850,ONET LE CHATEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.176.006,40086927700030,EUROSERUM,ZI DE LA PRADE RUE DES METIERS,12850,ONET LE CHATEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.176.007,38419481700019,SARL SERIN FRERES,30 RTE D ESPALION,12850,ONET LE CHATEAU,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.176.011,21120176900018,COMMUNE D ONET LE CHATEAU - MAIRIE,12 RUE DES COQUELICOTS,12850,ONET LE CHATEAU,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.176.013,39265604700017,ETS COLRAT,CANAGUET RTE DE MARCILLAC,12850,ONET LE CHATEAU,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.176.015,41015297900010,SAS SOVIA,ESPACE SAINT MARC II PARC COMMERCIAL SAINT MARC,12850,ONET LE CHATEAU,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,
12.176.057,44023607300019,SOCIETE LAITIERE DE RODEZ,ZI DE CANTARANNE RUE DE LA PRADE,12850,ONET LE CHATEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.183.001,32486003000018,ETABLISSEMENTS G. BORIES,RUE PRINCIPALE,12550,PLAISANCE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
12.188.006,51911060500010,GAEC BOUTET-PUECH,LESCURE,12290,PRADES SALARS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.188.06,51911060500010,GAEC BOUTET-PUECH,LESCURE,12290,PRADES SALARS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.194.003,47904927200012,SCEA LA GALINETTE,LA MOTHE,12800,QUINS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.194.004,33993845800033,ETABLISSEMENTS CARLES,ST-PIERRE DE REBOURGUIL LE BOURG,12400,REBOURGUIL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.197.001,43405726100019,SOCIETE FROMAGERE DE REQUISTA,RTE DE RODEZ,12170,REQUISTA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.198.002,38846696300013,SARL DU PUECH DE LA SEMETERY - LE SEGALOU,RTE DE RODEZ LE PUECH DE LA SEMETERY,12240,RIEUPEYROUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
12.199.001,19120021100016,COLLEGE GEORGES ROUQUIER,2 CHE DES LANDES,12390,RIGNAC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.200.002,38434924700021,SOCIETE FROMAGERE DE RODEZ,PEYRELADE,12640,RIVIERE SUR TARN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.200.021,42972212700017,GAEC DES GRANDS CAUSSES,BLAYAC BLAYAC,12150,SEVERAC LE CHATEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.202.001,42738022500024,SOULIE RESTAURATION,ZA BEL AIR RUE DES ARTISANS,12000,RODEZ,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
12.202.003,77563330800116,ASSOCIATION HOSPITALIERE SAINTE MARIE - CAT SAINTE MARIE,ZA BEL AIR RUE DES ROUTIERS,12000,RODEZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.202.005,21120202300019,COMMUNE DE RODEZ - MAIRIE,PL EUGENE RAYNALDY,12000,RODEZ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.202.009,35173154200012,CRM,ZA BEL AIR RUE DES ARTISANS,12000,RODEZ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.202.027,39945558300019,GROUPE SCOLAIRE STE GENEVIEVE ST JOSEP - COLLEGE PRIVE ST JOSEPH,1 RUE SARRUS,12000,RODEZ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.202.033,63204104220274,COMPASS GROUP FRANCE - SHR 3357,29 RUE MAURICE BOMPARD,12000,RODEZ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12.202.18,49267097100018,MACKOWIAK - PROMOCASH,ZAC DE BEL AIR RUE DE LA SAUVEGARDE,12000,RODEZ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.203.001,39190091700017,FROMAGERIES PAPILLON,5 RUE SAINT PIERRE,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.002,39190091700041,FROMAGERIES PAPILLON,RTE DE TIERGUES,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.003,33993845800017,ETABLISSEMENTS CARLES,6 AV DE LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.006,43408551000015,SOCIETE AFFINAGE-CONDITIONNEMENT,2 AV FRANCOIS GALTIER,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.007,39781575400312,LES FROMAGERIES OCCITANES,CAVES ROUSSEL 4 AV FRANCOIS GALTIER,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.010,38459697900011,YVES COMBES SARL - LE VIEUX BERGER,26 AV DE LA GARE,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.014,54001681300052,RICARD - RICARD,AV DE LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.015,43408551000056,SOCIETE AFFINAGE-CONDITIONNEMENT -SITE DE TENDIGUES,SITE DE TENDIGUES,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.017,43408551000023,SOCIETE AFFINAGE-CONDITIONNEMENT - ETS RECHERCHE ET DEVELOPPEMENT,AV DE LA GARE,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.018,43408551000049,SOCIETE AFFINAGE-CONDITIONNEMENT - ETS CONDITIONNEMENT,RUE DE LA CLINIQUE,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.019,39781575400320,LES FROMAGERIES OCCITANES,CAVES MILHAU 4 AV LUCIEN GALTIER,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.020,54001681300011,RICARD - VERNIERES FRERES,6 QUA SAINT JEAN,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.022,39781575400072,LES FROMAGERIES OCCITANES,LD LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.023,38459697900037,YVES COMBES SARL,AV DU COMBALOU,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.026,39190091700025,FROMAGERIES PAPILLON,8 B AV DE LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.033,43408551000015,SOCIETE AFFINAGE-CONDITIONNEMENT,2 AV FRANCOIS GALTIER,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.036,92618003500046,ETABLISSEMENTS GABRIEL COULET,ZONE ARTISANALE DE LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
12.203.037,54001681300037,RICARD - VERNIERES FRERES,ZONE ARTISANALE LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.043,33993845800041,ETABLISSEMENTS CARLES,LE CAUMIAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12.203.24,92658002800039,TRANSPORTS GALTIER - TRANSPORTS GALTIER,LAURAS,12250,ROQUEFORT SUR SOULZON,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12.204.001,40797151400028,GAEC MONTREDON DU LARZAC,MONTREDON,12100,LA ROQUE SAINTE MARGUERITE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
